"source","report_date","state_name","county_name","cases_count"
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Gaines",328
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Garza",2
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Hale",5
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Hockley",3
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Lamar",11
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Lamb",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Lubbock",36
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Lynn",2
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Martin",3
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Terry",46
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Yoakum",17
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Andrews",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Harris",3
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Midland",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Rockwall",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Travis",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Erath",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Fort Bend",1
"https://www.fox4news.com/news/texas-measles-outbreak-2025-505-cases-reported",2025-04-08,"Texas","Brown",1
